fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
6841,TR,08:13.9,2873.91,10,P,112.53,-106.6,148.06,100.68,47.38,65.15,-56.26,-62.19,-1.18,1.06,51.17,336.33,30.28,-7.43,0.33,1560.32,0,1,0,0,102
6842,TR,08:14.8,2874.84,10,V,88.84,-62.19,100.68,100.68,35.53,68.11,-88.84,-65.15,-0.79,0.93,47.87,391.02,30.3,-7.43,0.3,1615.33,0,1,0,0,102
6843,TR,08:15.2,2875.24,10,P,91.8,-76.99,121.41,91.8,29.61,100.68,-2.96,-71.07,-1.05,1.07,39.61,363.67,30.32,-7.49,0.42,1582.32,0,1,0,0,102
6844,TR,08:16.6,2876.61,10,V,91.8,-71.07,109.56,115.49,53.3,71.07,-62.19,-62.19,-0.95,0.93,21.16,418.36,30.32,-7.36,0.39,1549.31,0,1,0,0,102
6845,TR,08:18.0,2877.99,10,P,85.87,-71.07,121.41,76.99,29.61,59.22,-71.07,-35.53,-1.25,1.06,51.45,418.36,30.3,-7.51,0.39,1568.18,0,1,0,0,102
6846,TR,08:18.2,2878.19,10,V,79.95,-71.07,109.56,88.84,38.5,65.15,-41.46,-47.38,-1.05,0.92,37.41,391.02,30.3,-7.41,0.39,1572.89,0,1,0,0,102
6847,TR,08:18.8,2878.81,10,P,106.6,-71.07,115.49,91.8,29.61,68.11,5.92,-38.5,-1.06,1.08,56.68,418.36,30.3,-7.43,0.36,1563.46,0,1,0,0,102
6848,PE,08:19.2,2879.18,,,115.49,-53.3,88.84,106.6,41.46,71.07,-23.69,-41.46,-1.04,0.98,55.03,445.7,30.3,-7.46,0.33,1563.46,0,1,0,0,102
6849,TR,08:20.6,2880.56,10,V,65.15,-59.22,100.68,79.95,29.61,71.07,-59.22,-53.3,-1.12,0.92,35.48,445.7,30.29,-7.41,0.33,1568.18,0,1,0,0,102
6850,TR,08:20.7,2880.66,10,P,74.03,-50.34,88.84,85.87,29.61,62.19,-68.11,-71.07,-0.84,1.01,40.43,418.36,30.28,-7.43,0.33,1579.18,0,1,0,0,102
6851,TR,08:20.7,2880.69,10,V,82.91,-47.38,88.84,91.8,35.53,68.11,-130.29,-74.03,-0.9,0.89,31.9,391.02,30.3,-7.43,0.33,1579.18,0,1,0,0,102
6852,TR,08:20.8,2880.79,10,P,79.95,-74.03,118.45,76.99,29.61,71.07,-5.92,-50.34,-1.18,1.09,33.83,445.7,30.3,-7.51,0.3,1582.32,0,1,0,0,102
6853,TR,08:21.8,2881.76,10,V,62.19,-35.53,79.95,71.07,26.65,53.3,-14.81,-56.26,-0.95,0.93,34.1,445.7,30.3,-7.38,0.18,1536.74,0,1,0,0,102
6854,TR,08:21.9,2881.91,10,P,71.07,-41.46,79.95,79.95,29.61,68.11,-17.77,-71.07,-0.99,1.06,40.16,445.7,30.3,-7.28,0.18,1535.17,0,1,0,0,102
6855,TR,08:22.4,2882.44,10,V,71.07,-41.46,82.91,74.03,26.65,56.26,-59.22,-59.22,-1.15,0.91,47.04,473.05,30.32,-7.49,0.24,1554.03,0,1,0,0,102
6856,TR,08:22.7,2882.66,10,P,74.03,-35.53,79.95,68.11,14.81,53.3,-62.19,-74.03,-1.19,1.1,33.28,500.39,30.32,-7.41,0.24,1546.17,0,1,0,0,102
6857,TR,08:23.4,2883.39,10,V,74.03,-47.38,82.91,71.07,20.73,38.5,-130.29,-79.95,-0.98,0.93,39.88,445.7,30.3,-7.43,0.21,1565.03,0,1,0,0,102
6858,TR,08:23.7,2883.66,10,P,79.95,-41.46,82.91,62.19,8.88,44.42,-82.91,-53.3,-1.18,1.08,44.84,445.7,30.3,-7.59,0.27,1579.18,0,1,0,0,102
6859,TR,08:23.8,2883.76,10,V,82.91,-41.46,79.95,76.99,29.61,41.46,-14.81,-62.19,-1.28,0.93,28.32,500.39,30.28,-7.41,0.3,1577.61,0,1,0,0,102
6860,TR,08:23.9,2883.86,10,P,76.99,-41.46,76.99,65.15,11.84,47.38,-68.11,-68.11,-1.24,1.02,37.68,418.36,30.3,-7.41,0.27,1571.32,0,1,0,0,102
6861,TR,08:23.9,2883.89,10,V,65.15,-35.53,74.03,68.11,23.69,47.38,-44.42,-56.26,-1.31,0.93,40.99,445.7,30.3,-7.43,0.18,1569.75,0,1,0,0,102
6862,TR,08:24.8,2884.84,10,P,88.84,-53.3,91.8,68.11,20.73,50.34,-59.22,-53.3,-1.12,1.07,34.38,473.05,30.3,-7.51,0.24,1571.32,0,1,0,0,102
6863,TR,08:28.6,2888.56,10,V,53.3,-26.65,68.11,65.15,23.69,59.22,-38.5,-32.57,-1.14,0.92,20.06,527.73,30.33,-7.41,0.15,1565.03,0,1,0,0,102
6864,TR,08:28.8,2888.81,10,P,62.19,-29.61,76.99,56.26,11.84,47.38,-26.65,-38.5,-1.13,1.07,13.73,473.05,30.3,-7.36,0.21,1544.6,0,1,0,0,102
6865,PE,08:34.2,2894.18,,,59.22,-23.69,56.26,71.07,23.69,29.61,-23.69,-38.5,-1.05,0.98,15.1,445.7,30.32,-7.43,0.42,1566.6,0,1,0,0,102
6866,TR,08:34.7,2894.71,10,V,35.53,-17.77,50.34,47.38,8.88,41.46,-41.46,-29.61,-1.12,0.92,14.28,527.73,30.3,-7.38,0.45,1571.32,0,1,0,0,102
6867,PE,08:49.2,2909.18,,,29.61,5.92,26.65,38.5,0,35.53,-26.65,-14.81,-1.12,1.01,13.73,473.05,30.3,-7.43,0.36,-96.42,1,1,1,0,102
6868,TR,08:51.9,2911.86,10,P,20.73,-2.96,41.46,14.81,-14.81,26.65,-23.69,-23.69,-1.09,1.07,14,527.73,30.26,-7.38,0.39,-96.42,1,1,1,0,102
6869,PE,09:04.2,2924.18,,,-29.61,20.73,20.73,2.96,-17.77,68.11,-35.53,-59.22,-0.22,0.99,13.45,582.42,0,-7.36,0.42,-94.85,1,1,1,0,102
6870,PE,09:19.2,2939.18,,,5.92,47.38,-20.73,-23.69,-32.57,-11.84,-35.53,-53.3,-0.87,1.02,13.73,555.08,0,-7.36,0.39,-96.42,1,1,1,0,102
6871,TR,09:28.6,2948.64,10,V,-14.81,41.46,-8.88,-5.92,-17.77,26.65,-23.69,-56.26,-0.49,0.93,13.73,637.11,-0.03,-7.36,0.39,-96.42,1,1,1,0,102
6872,TR,09:32.1,2952.06,10,P,-8.88,41.46,-8.88,-11.84,-20.73,38.5,-32.57,-50.34,-0.71,1.07,13.73,637.11,0.01,-7.36,0.39,-99.57,1,1,1,0,102
6873,PE,09:34.2,2954.18,,,-8.88,44.42,-14.81,0,-8.88,23.69,-17.77,-44.42,-0.57,0.98,13.73,582.42,0,-7.41,0.39,-98,1,1,1,0,102
6874,PE,09:49.2,2969.18,,,26.65,35.53,-2.96,14.81,5.92,8.88,-20.73,-32.57,-1,0.99,13.73,555.08,0.01,-7.36,0.42,-93.28,1,1,1,0,102
6875,PE,10:04.2,2984.18,,,14.81,23.69,5.92,5.92,-8.88,20.73,-20.73,-20.73,-0.88,1.05,13.45,637.11,0,-7.38,0.45,-93.28,1,1,1,0,102
6876,PE,10:19.2,2999.18,,,29.61,32.57,-2.96,20.73,8.88,8.88,-26.65,-53.3,-0.92,1.03,15.1,555.08,-0.03,-7.36,0.42,-93.28,1,1,1,0,102
6877,TR,10:29.7,3009.71,10,V,38.5,29.61,-5.92,11.84,-8.88,2.96,-20.73,-44.42,-0.89,0.9,13.45,555.08,0.01,-7.33,0.39,-91.71,1,1,1,0,102
6878,TR,10:30.0,3009.99,10,P,26.65,47.38,-23.69,14.81,11.84,-5.92,-11.84,-59.22,-1.15,1.08,13.45,582.42,-0.01,-7.36,0.39,-96.42,1,1,1,0,102
6879,TR,10:31.9,3011.89,10,V,41.46,17.77,8.88,17.77,5.92,14.81,-29.61,-56.26,-0.99,0.92,13.45,555.08,0,-7.33,0.42,-93.28,1,1,1,0,102
6880,TR,10:32.2,3012.21,10,P,44.42,20.73,2.96,14.81,5.92,0,-29.61,-71.07,-1.13,1.08,13.73,582.42,0.01,-7.36,0.48,-96.42,1,1,1,0,102
6881,PE,10:34.2,3014.18,,,47.38,20.73,0,32.57,17.77,11.84,-14.81,-50.34,-0.95,0.98,13.45,664.45,-0.01,-7.31,0.42,-98,1,1,1,0,102
6882,TR,10:34.7,3014.66,10,V,38.5,26.65,2.96,20.73,11.84,2.96,-32.57,-44.42,-1,0.93,14,609.77,0,-7.33,0.42,-93.28,1,1,1,0,102
6883,TR,10:35.8,3015.84,10,P,59.22,11.84,14.81,23.69,14.81,8.88,-32.57,-47.38,-1.19,1.07,13.45,609.77,0.01,-7.36,0.42,-94.85,1,1,1,0,102
6884,TR,10:36.2,3016.21,10,V,35.53,17.77,2.96,20.73,11.84,23.69,-8.88,-53.3,-0.97,0.91,14.83,582.42,-0.01,-7.36,0.39,-98,1,1,1,0,102
6885,TR,10:36.5,3016.51,10,P,47.38,17.77,8.88,29.61,23.69,8.88,-38.5,-53.3,-1,1.05,14.83,582.42,0.01,-7.33,0.48,-96.42,1,1,1,0,102
6886,TR,10:36.9,3016.89,10,V,35.53,23.69,-2.96,23.69,8.88,11.84,-5.92,-50.34,-0.94,0.92,16.2,609.77,-0.01,-7.36,0.42,-94.85,1,1,1,0,102
6887,TR,10:38.6,3018.61,10,P,23.69,38.5,-8.88,11.84,5.92,8.88,-32.57,-35.53,-1.12,1.1,13.18,555.08,0.03,-7.36,0.48,-94.85,1,1,1,0,102
6888,TR,10:38.9,3018.91,10,V,20.73,41.46,-17.77,14.81,2.96,-5.92,-11.84,-62.19,-0.82,0.94,14,582.42,0,-7.36,0.39,-93.28,1,1,1,0,102
6889,TR,10:39.2,3019.24,10,P,32.57,29.61,0,5.92,0,2.96,-14.81,-59.22,-1.13,1.1,13.18,555.08,0,-7.38,0.45,-96.42,1,1,1,0,102
6890,TR,10:39.7,3019.69,10,V,47.38,17.77,2.96,20.73,8.88,5.92,-14.81,-56.26,-1.04,0.85,13.73,664.45,0,-7.33,0.39,-96.42,1,1,1,0,102
6891,TR,10:39.8,3019.79,10,P,47.38,11.84,20.73,5.92,-29.61,14.81,-29.61,-53.3,-1.18,1.2,14,555.08,0,-7.38,0.48,-94.85,1,1,1,0,102
6892,TR,10:39.8,3019.81,10,V,38.5,20.73,14.81,0,-5.92,2.96,-56.26,-59.22,-1.59,0.96,13.73,664.45,0.01,-7.28,0.45,-98,1,1,1,0,102
6893,TR,10:39.9,3019.86,10,P,38.5,26.65,2.96,17.77,8.88,-2.96,-29.61,-59.22,-1.12,1.21,14,582.42,0,-7.31,0.33,-96.42,1,1,1,0,102
6894,TR,10:39.9,3019.89,10,V,50.34,17.77,20.73,8.88,-2.96,2.96,2.96,-41.46,-1.14,0.99,13.73,527.73,0,-7.41,0.42,-93.28,1,1,1,0,102
6895,TR,10:39.9,3019.91,10,P,59.22,11.84,26.65,11.84,-8.88,11.84,-5.92,-50.34,-0.87,1.2,13.73,555.08,0,-7.43,0.48,-93.28,1,1,1,0,102
6896,TR,10:40.4,3020.41,10,V,29.61,0,32.57,-2.96,-11.84,11.84,-23.69,-56.26,-1.05,0.92,12.9,555.08,0.01,-7.38,0.39,-96.42,1,1,1,0,102
6897,TR,10:40.9,3020.94,10,P,17.77,20.73,8.88,5.92,-5.92,14.81,0,-38.5,-0.95,1.07,13.73,664.45,0,-7.28,0.42,-94.85,1,1,1,0,102
6898,TR,10:41.2,3021.19,10,V,23.69,38.5,-17.77,17.77,8.88,17.77,-23.69,-38.5,-0.99,0.92,14.28,609.77,0.01,-7.38,0.48,-96.42,1,1,1,0,102
6899,TR,10:42.3,3022.26,10,P,20.73,38.5,-11.84,14.81,5.92,17.77,-14.81,-26.65,-1.03,1.08,15.38,582.42,-0.03,-7.38,0.48,-94.85,1,1,1,0,102
6900,TR,10:42.4,3022.36,10,V,14.81,38.5,-5.92,32.57,32.57,-2.96,-20.73,-35.53,-0.94,0.92,18.41,527.73,0.01,-7.33,0.42,-93.28,1,1,1,0,102
6901,TR,10:42.4,3022.39,10,P,23.69,32.57,-8.88,32.57,17.77,0,2.96,-47.38,-0.73,1.08,25.29,582.42,-0.01,-7.31,0.42,-96.42,1,1,1,0,102
6902,TR,10:42.5,3022.49,10,V,5.92,41.46,-17.77,20.73,14.81,14.81,-47.38,-38.5,-0.89,0.93,14.83,527.73,0,-7.36,0.39,-94.85,1,1,1,0,102
6903,TR,10:49.2,3029.16,10,P,32.57,26.65,2.96,17.77,8.88,11.84,-29.61,-47.38,-1.07,1.06,13.73,527.73,0,-7.33,0.39,-94.85,1,1,1,0,102
6904,PE,10:49.2,3029.18,,,32.57,26.65,2.96,17.77,8.88,11.84,-29.61,-47.38,-1.07,1.06,13.73,527.73,0,-7.33,0.39,-94.85,1,1,1,0,102
6905,TR,11:00.5,3040.54,10,V,23.69,35.53,-8.88,17.77,5.92,5.92,-8.88,-53.3,-0.91,0.92,13.45,555.08,0,-7.33,0.39,-98,1,1,1,0,102
6906,TR,11:01.4,3041.41,10,P,32.57,17.77,5.92,26.65,8.88,11.84,-11.84,-41.46,-0.79,1.06,13.73,609.77,-0.01,-7.41,0.45,-96.42,1,1,1,0,102
6907,TR,11:03.0,3043.01,10,V,20.73,35.53,-17.77,26.65,20.73,14.81,-17.77,-35.53,-0.98,0.93,12.9,555.08,-0.03,-7.33,0.39,-94.85,1,1,1,0,102
6908,PE,11:04.2,3044.18,,,23.69,26.65,2.96,14.81,5.92,8.88,-26.65,-47.38,-1.01,0.99,13.45,609.77,0,-7.36,0.42,-93.28,1,1,1,0,102
6909,PE,11:19.2,3059.18,,,23.69,32.57,-14.81,23.69,11.84,8.88,-23.69,-29.61,-0.95,1,13.73,527.73,-0.01,-7.28,0.39,-93.28,1,1,1,0,102
6910,PE,11:34.2,3074.18,,,68.11,14.81,5.92,14.81,0,0,-20.73,-29.61,-1.43,1.06,14,582.42,0,-7.36,0.42,-93.28,1,1,1,0,102
6911,TR,11:34.3,3074.26,10,P,62.19,8.88,14.81,17.77,2.96,-2.96,-29.61,-23.69,-1.44,1.08,13.73,582.42,0,-7.41,0.48,-94.85,1,1,1,0,102
6912,TR,11:47.4,3087.36,10,V,44.42,14.81,-5.92,20.73,2.96,-17.77,-8.88,-32.57,-1.44,0.93,14.28,527.73,-0.01,-7.43,0.39,-93.28,1,1,1,0,102
6913,PE,11:49.2,3089.18,,,53.3,23.69,-8.88,11.84,0,-5.92,-17.77,-29.61,-1.37,0.99,13.18,527.73,0.03,-7.38,0.48,-94.85,1,1,1,0,102
6914,PE,12:04.2,3104.18,,,23.69,20.73,-8.88,5.92,-2.96,11.84,-17.77,-23.69,-1.12,1.01,14.28,527.73,0,-7.36,0.45,-96.42,1,1,1,0,102
6915,PE,12:19.2,3119.18,,,2.96,29.61,-2.96,17.77,2.96,26.65,-20.73,-17.77,-1.01,1.02,14.28,582.42,0,-7.33,0.39,-96.42,1,1,1,0,102
6916,PE,12:34.2,3134.18,,,5.92,29.61,-11.84,14.81,0,26.65,-11.84,-20.73,-0.9,1,13.45,555.08,-0.03,-7.36,0.39,-94.85,1,0,1,0,102
6917,PE,12:49.2,3149.18,,,14.81,23.69,0,14.81,0,26.65,-11.84,-17.77,-0.93,1.01,13.73,582.42,0.01,-7.36,0.42,-93.28,1,0,1,0,102
6918,PE,13:04.2,3164.18,,,11.84,23.69,-5.92,17.77,2.96,23.69,-14.81,-17.77,-0.92,1,13.45,527.73,-0.03,-7.38,0.48,-96.42,1,0,1,0,102
6919,PE,47:22.2,14.18,,,0,0,5.92,5.92,-2.96,2.96,-5.92,-2.96,-0.84,1,14.28,582.42,-0.42,-7.43,0.48,1951.71,0,1,0,0,103
6920,PE,47:37.2,29.18,,,2.96,5.92,8.88,5.92,0,2.96,-11.84,-8.88,-0.83,1,14,582.42,-0.42,-7.33,0.48,2061.74,0,1,0,0,103
6921,PE,47:52.2,44.18,,,8.88,5.92,11.84,2.96,0,5.92,-14.81,-14.81,-0.79,1,14,609.77,-0.42,-7.31,0.45,2157.62,0,1,0,0,103
6922,PE,48:07.2,59.18,,,11.84,0,14.81,2.96,2.96,11.84,-17.77,-17.77,-0.82,1,13.45,691.8,-0.45,-7.33,0.48,2277.08,0,1,0,0,103
6923,PE,48:22.2,74.18,,,14.81,5.92,23.69,2.96,0,14.81,-17.77,-20.73,-0.81,1.01,14,609.77,-0.42,-7.33,0.45,2394.97,0,1,0,0,103
6924,PE,48:37.2,89.18,,,23.69,0,20.73,5.92,0,14.81,-23.69,-20.73,-0.81,1,13.73,637.11,-0.42,-7.36,0.42,2500.29,0,1,0,0,103
6925,PE,48:52.2,104.18,,,26.65,0,26.65,2.96,2.96,20.73,-17.77,-20.73,-0.79,1,12.9,609.77,-0.45,-7.33,0.45,2600.89,0,1,0,0,103
6926,PE,49:07.2,119.18,,,32.57,-8.88,32.57,2.96,5.92,23.69,-23.69,-20.73,-0.8,1.01,13.45,609.77,-0.42,-7.36,0.42,2712.49,0,1,0,0,103
6927,PE,49:22.2,134.18,,,32.57,-11.84,35.53,2.96,0,23.69,-17.77,-17.77,-0.79,0.99,14,582.42,-0.03,-7.33,0.45,2736.07,0,1,0,0,103
6928,PE,49:37.2,149.18,,,29.61,-8.88,35.53,0,2.96,23.69,-17.77,-11.84,-0.81,1,14,609.77,0,-7.33,0.42,2747.07,0,1,0,0,103
6929,PE,49:52.2,164.18,,,32.57,-11.84,29.61,0,0,23.69,-17.77,-14.81,-0.79,1,14,609.77,0,-7.33,0.45,2750.21,0,1,0,0,103
6930,PE,50:07.2,179.18,,,35.53,-8.88,32.57,0,0,23.69,-17.77,-14.81,-0.8,1,13.73,582.42,0.01,-7.38,0.45,2751.79,0,1,0,0,103
6931,PE,50:22.2,194.18,,,32.57,-11.84,38.5,0,0,26.65,-17.77,-17.77,-0.81,1,13.45,637.11,0.01,-7.33,0.45,2756.5,0,1,0,0,103
6932,PE,50:37.2,209.18,,,29.61,-17.77,38.5,0,0,26.65,-17.77,-14.81,-0.79,0.99,13.45,582.42,0,-7.31,0.45,2759.65,0,1,0,0,103
6933,PE,50:52.2,224.18,,,38.5,-23.69,32.57,0,2.96,23.69,-11.84,-2.96,-0.8,0.99,13.73,555.08,0.01,-7.31,0.48,2754.93,0,1,0,0,103
6934,PE,51:07.2,239.18,,,29.61,-35.53,32.57,2.96,5.92,23.69,-5.92,2.96,-0.79,1,13.45,637.11,-0.01,-7.36,0.42,2759.65,0,1,0,0,103
6935,PE,51:22.2,254.18,,,32.57,-29.61,41.46,20.73,2.96,26.65,-5.92,2.96,-0.8,1,14,664.45,0,-7.33,0.45,2758.07,0,1,0,0,103
6936,PE,51:37.2,269.18,,,26.65,-41.46,29.61,17.77,-5.92,26.65,-11.84,-2.96,-0.78,0.99,13.45,609.77,-0.01,-7.31,0.42,2762.79,0,1,0,0,103
6937,PE,51:52.2,284.18,,,26.65,-41.46,23.69,14.81,-2.96,23.69,-17.77,-5.92,-0.77,0.99,14.28,609.77,0.03,-7.33,0.51,2751.79,0,1,0,0,103
6938,PE,52:07.2,299.18,,,26.65,-47.38,23.69,11.84,-5.92,23.69,-14.81,0,-0.78,1.01,13.18,637.11,0,-7.33,0.42,2756.5,0,1,0,0,103
6939,PE,52:22.2,314.18,,,23.69,-47.38,23.69,23.69,-5.92,26.65,-11.84,0,-0.84,1.02,13.73,664.45,0,-7.36,0.45,2764.36,0,1,0,0,103
6940,PE,52:37.2,329.18,,,35.53,-47.38,29.61,17.77,-5.92,26.65,-17.77,5.92,-1.04,1.04,14,746.48,19.79,-7.33,0.45,2758.07,0,1,0,0,103
6941,PE,52:52.2,344.18,,,17.77,-47.38,32.57,14.81,-8.88,17.77,-8.88,8.88,-0.9,0.99,13.45,746.48,19.77,-7.38,0.42,2800.51,0,1,0,0,103
6942,PE,53:07.2,359.18,,,20.73,-41.46,26.65,23.69,0,29.61,5.92,5.92,-0.87,1,13.45,637.11,19.77,-7.36,0.36,2791.08,0,1,0,0,103
6943,PE,53:22.2,374.18,,,17.77,-41.46,26.65,8.88,0,20.73,-11.84,23.69,-0.86,0.99,13.45,719.14,19.77,-7.36,0.39,2794.23,0,1,0,0,103
6944,PE,53:37.2,389.18,,,32.57,-47.38,32.57,-14.81,-17.77,26.65,-5.92,29.61,-0.92,1.01,13.73,773.83,19.77,-7.33,0.42,2817.8,0,1,0,0,103
6945,PE,53:52.2,404.18,,,20.73,-41.46,23.69,-20.73,-8.88,5.92,0,20.73,-0.85,1,13.73,746.48,19.78,-7.41,0.42,2836.67,0,1,0,0,103
6946,PE,54:07.2,419.18,,,8.88,-47.38,35.53,-32.57,-11.84,32.57,-17.77,29.61,-0.61,1,13.73,691.8,19.79,-7.38,0.42,2841.38,0,1,0,0,103
6947,PE,54:22.2,434.18,,,23.69,-29.61,23.69,-38.5,-11.84,17.77,5.92,20.73,-0.88,1,14,691.8,19.78,-7.38,0.3,2828.81,0,1,0,0,103
6948,PE,54:37.2,449.18,,,23.69,-23.69,26.65,-23.69,-2.96,17.77,-5.92,29.61,-0.91,1,14.28,691.8,19.77,-7.36,0.36,2813.09,0,1,0,0,103
6949,PE,54:52.2,464.18,,,29.61,-35.53,41.46,-32.57,-11.84,20.73,-11.84,17.77,-0.84,1,13.73,719.14,19.78,-7.41,0.42,2805.23,0,1,0,0,103
6950,PE,55:07.2,479.18,,,35.53,-23.69,35.53,-26.65,-11.84,23.69,-11.84,14.81,-0.86,1,13.73,746.48,19.77,-7.33,0.39,2811.52,0,1,0,0,103
6951,PE,55:22.2,494.18,,,32.57,-23.69,35.53,-29.61,-17.77,32.57,-17.77,11.84,-0.87,1.01,13.73,719.14,19.78,-7.36,0.45,2824.09,0,1,0,0,103
6952,PE,55:37.2,509.18,,,20.73,-11.84,20.73,-26.65,-8.88,14.81,-17.77,26.65,-0.84,1,13.73,801.17,19.77,-7.36,0.42,2825.66,0,1,0,0,103
6953,PE,55:52.2,524.18,,,23.69,-11.84,23.69,-26.65,-11.84,26.65,-8.88,26.65,-0.91,1.01,13.18,719.14,19.75,-7.33,0.42,2835.09,0,1,0,0,103
6954,PE,56:07.2,539.18,,,29.61,-17.77,29.61,-29.61,-20.73,26.65,-17.77,17.77,-0.82,1.01,14,801.17,19.75,-7.38,0.36,2822.52,0,1,0,0,103
6955,PE,56:22.2,554.18,,,29.61,-23.69,29.61,-26.65,-20.73,23.69,-23.69,14.81,-0.84,1.01,13.73,746.48,19.77,-7.36,0.39,2828.81,0,1,0,0,103
6956,PE,56:37.2,569.18,,,32.57,-23.69,35.53,-26.65,-17.77,23.69,-14.81,23.69,-0.82,1,13.73,691.8,19.78,-7.43,0.3,2833.52,0,1,0,0,103
6957,PE,56:52.2,584.18,,,23.69,-14.81,35.53,-29.61,-23.69,20.73,-17.77,23.69,-0.83,1,13.45,719.14,19.78,-7.38,0.33,2833.52,0,1,0,0,103
6958,PE,57:07.2,599.18,,,23.69,-11.84,35.53,-23.69,-20.73,35.53,-14.81,23.69,-0.75,1.03,13.45,746.48,19.77,-7.31,0.45,2852.39,0,1,0,0,103
6959,PE,57:22.2,614.18,,,44.42,-23.69,41.46,-20.73,-11.84,23.69,-8.88,14.81,-0.77,1.01,14.28,746.48,19.78,-7.31,0.42,2885.39,0,1,0,0,103
6960,PE,57:37.2,629.18,,,29.61,-14.81,32.57,-20.73,-11.84,32.57,0,17.77,-0.71,1,13.73,746.48,19.77,-7.33,0.42,2816.23,0,1,0,0,103
6961,PE,57:52.2,644.18,,,35.53,-26.65,41.46,-38.5,-23.69,53.3,-14.81,32.57,-0.78,1.01,14.28,773.83,19.79,-7.33,0.48,2770.65,0,1,0,0,103
6962,PE,58:07.2,659.18,,,32.57,-14.81,41.46,-32.57,-23.69,38.5,-11.84,14.81,-0.82,1.01,14.28,719.14,19.78,1.97,-10.42,2817.8,0,1,0,0,103
6963,TR,58:21.3,673.29,10,P,65.15,0,20.73,-44.42,-32.57,32.57,5.92,-20.73,-0.6,1.09,13.18,746.48,19.78,4.06,1.17,2806.8,0,1,0,0,103
6964,PE,58:22.2,674.18,,,53.3,-11.84,23.69,-44.42,-17.77,5.92,23.69,-17.77,-0.76,1,20.89,828.52,19.79,3.99,1.17,2820.95,0,1,0,0,103
6965,TR,58:30.2,682.24,10,V,71.07,-26.65,47.38,-8.88,-5.92,20.73,-23.69,5.92,-0.74,0.93,42.64,773.83,19.78,3.5,0.78,2954.56,0,1,0,0,103
6966,TR,58:30.5,682.49,10,P,53.3,-41.46,65.15,-23.69,-5.92,44.42,5.92,5.92,-1.05,1.09,43.74,801.17,19.77,3.68,0.66,2967.13,0,1,0,0,103
6967,TR,58:31.0,683.04,10,V,56.26,-50.34,71.07,-14.81,-14.81,56.26,-88.84,32.57,-0.86,0.93,49.25,719.14,19.79,3.53,0.57,2968.7,0,1,0,0,103
6968,TR,58:32.8,684.84,10,P,85.87,-76.99,88.84,-8.88,-11.84,29.61,-35.53,5.92,-1.13,1.07,58.88,719.14,19.79,3.07,-0.06,2985.99,0,1,0,0,103
6969,TR,58:33.1,685.09,10,V,65.15,-71.07,85.87,-17.77,-8.88,41.46,-76.99,11.84,-0.81,0.93,51.72,746.48,19.79,2.96,0.15,2992.28,0,1,0,0,103
6970,PE,58:37.2,689.18,,,130.29,-94.76,109.56,8.88,-2.96,35.53,-56.26,-11.84,-1.02,1.05,69.9,855.86,19.78,1.84,0.63,3023.72,0,1,0,0,103
6971,TR,58:39.5,691.54,10,P,124.37,-88.84,100.68,29.61,11.84,88.84,-53.3,-59.22,-0.75,1.12,69.9,773.83,19.77,1.38,0.24,3030.01,0,1,0,0,103
6972,TR,58:41.6,693.59,10,V,130.29,-118.45,136.22,26.65,20.73,62.19,-112.53,-56.26,-0.82,0.93,75.4,855.86,19.79,0.92,0.51,3028.43,0,1,0,0,103
6973,TR,58:41.9,693.91,10,P,136.22,-118.45,130.29,29.61,14.81,82.91,-59.22,-82.91,-1.06,1.1,75.95,801.17,19.77,0.82,-0.33,3026.86,0,1,0,0,103
6974,TR,58:41.9,693.94,10,V,130.29,-112.53,130.29,23.69,20.73,76.99,-41.46,-79.95,-0.85,1.01,76.51,746.48,19.77,0.82,-0.15,3026.86,0,1,0,0,103
6975,TR,58:42.0,693.99,10,P,148.06,-106.6,133.25,26.65,8.88,74.03,-71.07,-56.26,-1.37,1.12,74.3,773.83,19.78,0.87,-0.27,3026.86,0,1,0,0,103
6976,TR,58:42.7,694.66,10,V,145.1,-136.22,153.98,35.53,14.81,74.03,-62.19,-26.65,-1.04,0.92,75.4,746.48,19.75,0.61,0.18,3028.43,0,1,0,0,103
6977,TR,58:42.9,694.94,10,P,151.02,-130.29,151.02,29.61,5.92,91.8,-65.15,-62.19,-1.23,1.1,78.43,746.48,19.78,0.59,0.03,3028.43,0,1,0,0,103
6978,TR,58:43.4,695.36,10,V,148.06,-136.22,156.94,44.42,23.69,91.8,-103.64,-41.46,-1.05,0.91,82.56,746.48,19.78,0.41,0.09,3031.58,0,1,0,0,103
6979,TR,58:43.7,695.66,10,P,153.98,-148.06,165.83,32.57,0,91.8,-115.49,-17.77,-1.43,1.1,75.95,855.86,19.78,0.49,0.33,3023.72,0,1,0,0,103
6980,TR,58:43.7,695.69,10,V,142.14,-142.14,162.87,29.61,23.69,85.87,-94.76,-8.88,-0.6,0.93,83.11,828.52,19.75,0.46,0.39,3026.86,0,1,0,0,103
